Survey,Date,Reef,Method,Drop/Transect,Depth,Habitat,Species,MaxN,T_ID,Soak time
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Balistoides viridescens,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Carangoides ferdau,2,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Scomberoides lysan,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Carcharhinus amblyrhynchos,,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Chaetodon auriga,2,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Neotrygon kuhlii,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Cheilinus undulatus,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Lethrinus nebulosus,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Lutjanus bohar,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Plectropomus leopardus,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D1,38,lagoon,Sphyraena barracuda,1,Oct_21_44501_Ashmore_BRUV_D1,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Carangoides fulvoguttatus,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Caranx ignobilis,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Gnathanodon speciosus,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Carcharhinus albimarginatus,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D3,42,lagoon,Gymnocranius euanus,1,Oct_21_44501_Ashmore_BRUV_D3,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Chaetodon kleinii,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Cheilinus undulatus,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Lethrinus semicinctus,5,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Lutjanus rivulatus,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Parupeneus heptacanthus,4,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Parupeneus pleurostigma,4,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Chrysiptera flavipinnis,1,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Pomacentrus amboinensis,3,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Pomacentrus nagasakiensis,2,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Pomacentrus pavo,5,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D4,28,lagoon,Plectropomus leopardus,2,Oct_21_44501_Ashmore_BRUV_D4,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D5,32,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44501_Ashmore_BRUV_D5,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D5,32,lagoon,Carangoides ferdau,1,Oct_21_44501_Ashmore_BRUV_D5,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D5,32,lagoon,Gymnocranius grandoculis,1,Oct_21_44501_Ashmore_BRUV_D5,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D5,32,lagoon,Lethrinus olivaceus,1,Oct_21_44501_Ashmore_BRUV_D5,1:00:00
Oct_21,1/11/2021,Ashmore,BRUV,D5,32,lagoon,Lutjanus bohar,1,Oct_21_44501_Ashmore_BRUV_D5,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Acanthurus blochii,3,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Ctenochaetus striatus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Naso lituratus,2,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Chaetodon lineolatus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Labroides dimidiatus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Oxycheilinus unifasciatus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Thalassoma lunare,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Lethrinus erythracanthus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Pentapodus aureofasciatus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Centropyge bicolor,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Centropyge bispinosa,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Pygoplites diacanthus,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Chromis retrofasciata,4,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Pomachromis richardsoni,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Scarus chameleon,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Scarus schlegeli,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Plectropomus laevis,1,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D10,27,lagoon,Plectropomus leopardus,2,Oct_21_44502_Ashmore_BRUV_D10,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Acanthurus dussumieri,1,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Carangoides ferdau,13,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Elagatis bipinnulata,50,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Carcharhinus albimarginatus,1,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,2/11/2021,Ashmore,BRUV,D9,37,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44502_Ashmore_BRUV_D9,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Acanthurus pyroferus,2,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Naso lituratus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Balistapus undulatus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Chaetodon auriga,2,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Epinephelus polyphekadion,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Bodianus mesothorax,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Cheilinus fasciatus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Cheilinus undulatus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Lethrinus erythracanthus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Lutjanus bohar,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Parupeneus multifasciatus,2,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Pentapodus aureofasciatus,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Scolopsis bilineata,1,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D11,32,lagoon,Plectropomus leopardus,3,Oct_21_44503_Ashmore_BRUV_D11,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D13,42,lagoon,Carangoides ferdau,9,Oct_21_44503_Ashmore_BRUV_D13,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D13,42,lagoon,Carcharhinus albimarginatus,1,Oct_21_44503_Ashmore_BRUV_D13,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D13,42,lagoon,Lutjanus bohar,1,Oct_21_44503_Ashmore_BRUV_D13,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D13,42,lagoon,Paramonacanthus curtorhynchos,4,Oct_21_44503_Ashmore_BRUV_D13,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Caranx ignobilis,1,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Elagatis bipinnulata,1,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Cheilinus undulatus,1,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Labroides dimidiatus,1,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Lethrinus olivaceus,2,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,3/11/2021,Ashmore,BRUV,D14,45,lagoon,Lutjanus bohar,1,Oct_21_44503_Ashmore_BRUV_D14,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Acanthurus xanthopterus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Pseudobalistes flavimarginatus,2,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Carangoides ferdau,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Carcharhinus albimarginatus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Carcharhinus amblyrhynchos,2,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Negaprion acutidens,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Triaenodon obesus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Heniochus diphreutes,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Conger Heteroconger hassi,5,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Cheilinus undulatus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Lethrinus rubrioperculatus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D16,32,lagoon,Parupeneus barberinus,1,Oct_21_44504_Ashmore_BRUV_D16,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D17,38,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44504_Ashmore_BRUV_D17,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D17,38,lagoon,Carangoides ferdau,10,Oct_21_44504_Ashmore_BRUV_D17,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D17,38,lagoon,Carcharhinus albimarginatus,1,Oct_21_44504_Ashmore_BRUV_D17,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D17,38,lagoon,Carcharhinus amblyrhynchos,3,Oct_21_44504_Ashmore_BRUV_D17,1:00:00
Oct_21,4/11/2021,Ashmore,BRUV,D17,38,lagoon,Gymnocranius grandoculis,1,Oct_21_44504_Ashmore_BRUV_D17,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Acanthurus blochii,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Thalassoma lunare,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Gymnocranius superciliosus,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Lethrinus semicinctus,2,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Scolopsis affinis,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D19,26,lagoon,Plectropomus laevis,1,Oct_21_44505_Ashmore_BRUV_D19,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Acanthurus pyroferus,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Acanthurus thompsoni,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Naso lituratus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Zebrasoma veliferum,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Balistapus undulatus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Balistoides viridescens,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Triaenodon obesus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Chaetodon auriga,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Chaetodon bennetti,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Forcipiger flavissimus,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Cheilinus fasciatus,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Labroides dimidiatus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Oxycheilinus digrammus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Lethrinus semicinctus,4,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Monotaxis grandoculis,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Lutjanus bohar,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Lutjanus rivulatus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Mulloidichthys flavolineatus,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Parupeneus cyclostomus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Parupeneus heptacanthus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Parupeneus multifasciatus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Parupeneus pleurostigma,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Pentapodus aureofasciatus,4,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Scolopsis affinis,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Scolopsis bilineata,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Parapercis hexophthalma,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Pygoplites diacanthus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Scarus schlegeli,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Plectropomus leopardus,2,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D20,23,lagoon,Siganus vulpinus,1,Oct_21_44505_Ashmore_BRUV_D20,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Naso brevirostris,2,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Zebrasoma veliferum,3,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Balistoides viridescens,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Carcharhinus amblyrhynchos,2,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Epinephelus polyphekadion,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Cheilinus undulatus,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Thalassoma lunare,6,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Lethrinus nebulosus,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Lethrinus semicinctus,2,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Monotaxis grandoculis,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Lutjanus bohar,4,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Parupeneus multifasciatus,3,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Scarus altipinnis,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D21,17,lagoon,Plectropomus leopardus,1,Oct_21_44505_Ashmore_BRUV_D21,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Acanthurus blochii,7,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Balistoides viridescens,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Chaetodon auriga,2,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Gymnocranius euanus,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Lethrinus semicinctus,2,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Lutjanus bohar,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Lutjanus rivulatus,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Mulloidichthys flavolineatus,8,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Pentapodus aureofasciatus,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Scarus flavipinnis,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D22,25,lagoon,Plectropomus leopardus,1,Oct_21_44505_Ashmore_BRUV_D22,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Naso vlamingii,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Pseudobalistes flavimarginatus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Elagatis bipinnulata,86,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Gnathanodon speciosus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Carcharhinus amblyrhynchos,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Chaetodon auriga,2,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Gymnocranius euanus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Lethrinus nebulosus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Lethrinus semicinctus,2,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Aprion virescens,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Lutjanus bohar,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Lutjanus rivulatus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Pentapodus aureofasciatus,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
Oct_21,5/11/2021,Ashmore,BRUV,D23,30,lagoon,Gymnosarda unicolor,1,Oct_21_44505_Ashmore_BRUV_D23,1:00:00
