Survey,Date,Reef,Method,Drop/Transect,Depth,Habitat,Species,MaxN,T_ID,Soak time
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus nigrofuscus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Ctenochaetus striatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Anampses twistii,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Hemitaurichthys polylepis,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Hemitaurichthys polylepis,3,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Ctenochaetus striatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Oxycheilinus unifasciatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Forcipiger flavissimus,3,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Parupeneus multifasciatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus pyroferus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Cantherhines dumerilii,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Lutjanus kasmira,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Sufflamen bursa,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Parupeneus multifasciatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Hemigymnus fasciatus,3,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Scarus dimidiatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Scarus dimidiatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Scarus dimidiatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Parupeneus multifasciatus,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Pomacentrus sp,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Pomacentrus sp,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Acanthurus sp,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T15,42,outer_reef,Labridae sp,1,Feb_21_44241_Willis_ROV_Dive_1_T15,0:03:20
Feb_21,14/2/2021,Willis,ROV,Dive_1_T1,42,outer_reef,Labridae sp,12,Feb_21_44241_Willis_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chromis iomelas,8,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Dascyllus reticulatus,6,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chromis iomelas,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chromis iomelas,12,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chromis iomelas,12,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Amblyglyphidodon aureus,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chaetodon plebeius,2,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chaetodon pelewensis,2,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Oxycheilinus unifasciatus,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chaetodon mertensii,2,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Oxycheilinus digramma,2,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Parupeneus multifasciatus,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Caesio lunaris,12,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Seriola dumerili,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Parupeneus pleurostigma,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Caesio lunaris,18,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Aprion virescens,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Naso vlamingii,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Pseudobalistes fuscus,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Acanthurus sp,2,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T1,34.3,passage,Acanthurus sp,1,Feb_21_44242_Herald_ROV_Dive_1_T1,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,34.3,passage,Acanthurus sp,6,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Chromis amboinensis,9,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Chromis weberi,2,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Dascyllus trimaculatus,1,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Ctenochaetus striatus,8,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T2,35.3,passage,Naso brevirostris,1,Feb_21_44242_Herald_ROV_Dive_1_T2,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T3,35.3,passage,Parupeneus ciliatus,4,Feb_21_44242_Herald_ROV_Dive_1_T3,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,37.6,passage,Gymnocranius euanus,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chromis iomelas,14,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chromis amboinensis,5,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Genicanthus watanabei,11,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chromis iomelas,5,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chromis amboinensis,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chaetodon kleinii,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Centropyge heraldi,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Centropyge heraldi,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Melichthys vidua,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Acanthurus pyroferus,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Dascyllus trimaculatus,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Myripristis kuntee,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Forcipiger flavissimus,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Choerodon jordani,2,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Thalassoma lunare,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Ctenochaetus striatus,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Acanthurus pyroferus,3,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Parupeneus pleurostigma,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Melichthys vidua,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Carangoides bajad,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Caranx melampygus,5,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Caranx melampygus,6,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Caranx melampygus,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Caranx melampygus,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T4,43.5,passage,Lutjanus bohar,1,Feb_21_44242_Herald_ROV_Dive_1_T4,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.5,passage,Acanthurus sp,6,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chromis iomelas,4,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chromis iomelas,4,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chromis iomelas,6,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chromis amboinensis,3,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chaetodon kleinii,2,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Centropyge heraldi,2,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Genicanthus watanabei,2,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chaetodon mertensii,3,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Centropyge heraldi,2,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Genicanthus melanospilos,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Forcipiger flavissimus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Ctenochaetus striatus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Parupeneus pleurostigma,2,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Genicanthus melanospilos,4,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Genicanthus watanabei,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus pyroferus,3,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Parupeneus pleurostigma,4,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus thompsoni,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Scarus longipinnis,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus grammoptilus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Parupeneus multifasciatus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Parupeneus multifasciatus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus pyroferus,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus sp,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Centropyge sp,1,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T5,43.8,passage,Acanthurus sp,3,Feb_21_44242_Herald_ROV_Dive_1_T5,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,43.8,passage,Scarus sp,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Centropyge vrolikii,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chromis amboinensis,7,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Dascyllus trimaculatus,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chromis margaritifer,3,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Centropyge flavissima,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Forcipiger flavissimus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Dascyllus trimaculatus,3,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chromis amboinensis,6,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Zebrasoma scopas,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chromis amboinensis,6,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chromis weberi,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Centropyge heraldi,3,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Centropyge flavissima,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus pyroferus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Genicanthus watanabei,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Parupeneus cyclostomus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Sufflamen bursa,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Forcipiger flavissimus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Genicanthus melanospilos,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Genicanthus melanospilos,3,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Cantherhines dumerilii,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Ctenochaetus striatus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Ctenochaetus striatus,3,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus pyroferus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus pyroferus,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Bodianus axillaris,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus pyroferus,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus pyroferus,2,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Lutjanus kasmira,44,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Parupeneus multifasciatus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chaetodon auriga,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Heniochus acuminatus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Gnathodentex aureolineatus,27,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Naso lituratus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Lutjanus kasmira,25,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Bodianus loxozonus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus auranticavus,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Naso unicornis,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Chaetodon mertensii,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Acanthurus sp,4,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Myripristis sp,4,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T6,41.7,passage,Sargocentron sp,1,Feb_21_44242_Herald_ROV_Dive_1_T6,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,41.7,passage,Myripristis sp,3,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis iomelas,16,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis amboinensis,6,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis amboinensis,6,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis iomelas,8,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis amboinensis,5,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Chromis ternatensis,24,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Centropyge heraldi,1,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Dascyllus trimaculatus,2,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
Feb_21,15/2/2021,Herald,ROV,Dive_1_T7,40.5,passage,Dascyllus trimaculatus,2,Feb_21_44242_Herald_ROV_Dive_1_T7,0:03:20
